i,j,a_ij,b_ij,distance
2,56,0.00022948750277050996,11.474375138525497,11.474375138525497
2,57,0.0003758658974675092,18.79329487337546,18.79329487337546
2,60,0.0008606707777849455,43.033538889247275,43.033538889247275
2,61,0.000823830919623739,41.19154598118695,41.19154598118695
2,62,0.0005853332458102101,29.266662290510503,29.266662290510503
2,64,0.0009544038832349276,47.72019416174638,47.72019416174638
2,65,0.0006880262692795726,34.401313463978624,34.401313463978624
2,66,0.0009737635583321572,48.688177916607856,48.688177916607856
2,67,0.000611785693405625,30.58928467028125,30.58928467028125
2,69,0.00045238398715810395,22.619199357905195,22.619199357905195
2,71,0.0008170097281340123,40.85048640670061,40.85048640670061
2,73,0.0004065974989253178,20.32987494626589,20.32987494626589
2,74,0.00021911850404840157,10.955925202420078,10.955925202420078
2,75,0.0009629620632159889,48.148103160799444,48.148103160799444
2,76,0.0004503281688618807,22.516408443094033,22.516408443094033
2,77,0.0006847132118011644,34.23566059005822,34.23566059005822
2,78,0.0004821771806677997,24.108859033389983,24.108859033389983
2,79,0.00016766756272076745,8.383378136038372,8.383378136038372
2,80,0.00039881580508090175,19.940790254045087,19.940790254045087
2,81,0.000609632586907015,30.48162934535075,30.48162934535075
2,84,0.0005444422448245034,27.222112241225165,27.222112241225165
2,85,0.0008910428336971354,44.552141684856764,44.552141684856764
2,87,0.0005102018087855555,25.510090439277775,25.510090439277775
2,89,0.0007694374275031109,38.471871375155544,38.471871375155544
2,92,0.0003904941529312539,19.524707646562693,19.524707646562693
2,93,0.0007544795533122462,37.72397766561231,37.72397766561231
2,94,0.0007001009221300475,35.00504610650237,35.00504610650237
2,95,0.000667722396911014,33.386119845550695,33.386119845550695
2,98,0.0002848401312249606,14.24200656124803,14.24200656124803
2,101,0.0004328758123393949,21.643790616969746,21.643790616969746
2,102,0.0006534220972009753,32.671104860048764,32.671104860048764
2,103,0.0005255814866080916,26.27907433040458,26.27907433040458
2,104,0.0003562389813597008,17.811949067985037,17.811949067985037
2,105,0.0009396596030688369,46.982980153441844,46.982980153441844
2,106,0.0008166582901193812,40.83291450596906,40.83291450596906
2,109,0.00032415354710298795,16.207677355149396,16.207677355149396
2,111,0.0005420454894705353,27.102274473526766,27.102274473526766
2,113,0.0006678640671531435,33.39320335765717,33.39320335765717
2,115,0.0007168300520961706,35.841502604808525,35.841502604808525
2,116,0.000689500827619442,34.475041380972094,34.475041380972094
2,117,0.0008836931354799483,44.18465677399741,44.18465677399741
2,120,0.00041904590935284644,20.95229546764232,20.95229546764232
2,121,0.0006934169507171699,34.67084753585849,34.67084753585849
2,122,0.0005576650771693622,27.88325385846811,27.88325385846811
2,123,0.0005968518474273178,29.84259237136589,29.84259237136589
2,124,0.0007657445296515881,38.2872264825794,38.2872264825794
2,130,0.0006547263250581592,32.73631625290796,32.73631625290796
2,132,0.0005944964670194616,29.72482335097308,29.72482335097308
2,133,0.00040969111788776325,20.484555894388162,20.484555894388162
2,135,0.00041801477358470993,20.900738679235495,20.900738679235495
2,136,0.0006369904947447094,31.84952473723547,31.84952473723547
2,137,0.0008029427647052123,40.14713823526061,40.14713823526061
2,139,0.0004231677844000792,21.158389220003958,21.158389220003958
2,140,0.00031404642265698125,15.702321132849061,15.702321132849061
2,142,0.0006428191516655315,32.14095758327657,32.14095758327657
2,147,0.00044012639967102137,22.006319983551066,22.006319983551066
2,148,0.0003610833948606519,18.054169743032592,18.054169743032592
2,150,0.0003296419631525234,16.48209815762617,16.48209815762617
3,2,0.00033674802881176026,16.837401440588014,16.837401440588014
3,3,0.0005609791097493853,28.048955487469264,28.048955487469264
3,5,0.0007695982351463848,38.479911757319236,38.479911757319236
3,6,0.0005392473807580944,26.962369037904722,26.962369037904722
3,7,0.00037036803345122317,18.518401672561158,18.518401672561158
3,12,0.0007414287114193501,37.0714355709675,37.0714355709675
3,13,0.0003508941948385143,17.54470974192571,17.54470974192571
3,15,0.00032231715917659825,16.115857958829913,16.115857958829913
3,17,0.0006672874523235735,33.36437261617867,33.36437261617867
3,24,0.0003351300701657784,16.75650350828892,16.75650350828892
3,25,0.0008998170974927384,44.990854874636916,44.990854874636916
3,27,0.0007259736027960522,36.298680139802606,36.298680139802606
3,28,0.000978998078564173,48.94990392820865,48.94990392820865
3,31,0.00037974038797728864,18.98701939886443,18.98701939886443
3,35,0.0007667395432487176,38.33697716243588,38.33697716243588
3,38,0.000532259855503995,26.61299277519975,26.61299277519975
3,41,0.0009825919170120276,49.12959585060138,49.12959585060138
3,43,0.0009474577406129436,47.37288703064718,47.37288703064718
3,45,0.00030206756209606034,15.103378104803015,15.103378104803015
3,52,0.0004414188940701284,22.07094470350642,22.07094470350642
3,53,0.00028045839601049705,14.022919800524852,14.022919800524852
3,59,0.00036278220855441476,18.139110427720738,18.139110427720738
3,60,0.0009798178872049501,48.99089436024751,48.99089436024751
3,66,0.0005353548901549435,26.767744507747175,26.767744507747175
3,68,0.0008020663216209366,40.10331608104683,40.10331608104683
3,70,0.0008363988919301119,41.81994459650559,41.81994459650559
3,72,0.0007253706919413368,36.26853459706684,36.26853459706684
3,75,0.000491259956415147,24.562997820757346,24.562997820757346
3,78,0.0009912421900773005,49.56210950386502,49.56210950386502
3,82,0.000456307121708416,22.8153560854208,22.8153560854208
3,83,0.0008779916098666673,43.89958049333336,43.89958049333336
3,84,0.0009906315198585979,49.53157599292989,49.53157599292989
3,85,0.000908010753611542,45.4005376805771,45.4005376805771
3,86,0.0003454377996317736,17.27188998158868,17.27188998158868
3,88,0.0007347835395831835,36.739176979159176,36.739176979159176
3,90,0.0009443734792897104,47.218673964485525,47.218673964485525
3,91,0.0007791826636357147,38.95913318178574,38.95913318178574
3,94,0.0007941768131475833,39.708840657379156,39.708840657379156
3,96,0.0005867689114372627,29.338445571863133,29.338445571863133
3,99,0.0005070504716360081,25.352523581800405,25.352523581800405
3,100,0.00018849861308464208,9.424930654232103,9.424930654232103
3,105,0.0005581782718475295,27.90891359237647,27.90891359237647
3,107,0.00029428856664891916,14.714428332445955,14.714428332445955
3,108,0.0003186829500210393,15.934147501051964,15.934147501051964
3,110,0.0006468550115764017,32.34275057882009,32.34275057882009
3,111,0.000923942224321011,46.197111216050544,46.197111216050544
3,112,0.0005567758883301988,27.83879441650994,27.83879441650994
3,114,0.000983392606730123,49.169630336506145,49.169630336506145
3,118,0.0009877463830151713,49.387319150758564,49.387319150758564
3,119,0.0008977391800259045,44.88695900129522,44.88695900129522
3,122,0.000986206985145907,49.31034925729534,49.31034925729534
3,125,0.0001906532561563556,9.53266280781778,9.53266280781778
3,126,0.0002968692884417739,14.843464422088694,14.843464422088694
3,128,0.0003674722832688159,18.37361416344079,18.37361416344079
3,134,0.0002556552693045938,12.782763465229689,12.782763465229689
3,144,0.0005493445036514375,27.467225182571873,27.467225182571873
3,149,0.0004410742269668662,22.05371134834331,22.05371134834331
4,3,0.0009415531241806883,47.077656209034416,47.077656209034416
4,5,0.0007181757194197419,35.9087859709871,35.9087859709871
4,9,0.0009774890614266919,48.87445307133459,48.87445307133459
4,10,0.0006465631169571189,32.32815584785594,32.32815584785594
4,17,0.0007731926125617715,38.65963062808857,38.65963062808857
4,20,0.0004528687229951148,22.643436149755736,22.643436149755736
4,21,0.0007761678100838225,38.808390504191124,38.808390504191124
4,23,8.922822157995098e-05,4.461411078997549,4.461411078997549
4,25,0.0005516536042893678,27.58268021446839,27.58268021446839
4,33,0.0005743114429431795,28.715572147158976,28.715572147158976
4,36,9.359057187051251e-05,4.6795285935256254,4.6795285935256254
4,42,0.00021697857760996783,10.84892888049839,10.84892888049839
4,44,0.0004145330649661037,20.726653248305183,20.726653248305183
4,49,0.0005857724028176687,29.28862014088343,29.28862014088343
4,52,0.0009994587407617427,49.97293703808713,49.97293703808713
4,58,0.00039733759585619007,19.866879792809502,19.866879792809502
4,63,0.00015071483967506562,7.53574198375328,7.53574198375328
4,64,0.0007669950994359934,38.34975497179967,38.34975497179967
4,68,0.0006576467552757379,32.88233776378689,32.88233776378689
4,72,0.000714762195647852,35.7381097823926,35.7381097823926
4,85,0.0007155601936655076,35.77800968327538,35.77800968327538
4,88,0.0007015629485088641,35.078147425443206,35.078147425443206
4,91,0.0006697654233658121,33.48827116829061,33.48827116829061
4,97,0.00020374826982406534,10.187413491203268,10.187413491203268
4,106,0.000633950447528949,31.69752237644745,31.69752237644745
4,112,0.0008947774775248845,44.73887387624423,44.73887387624423
4,113,0.0008451027644689066,42.25513822344533,42.25513822344533
4,115,0.0007948396060283239,39.74198030141619,39.74198030141619
4,116,0.0008903160844885816,44.51580422442908,44.51580422442908
4,118,0.00044820983650914145,22.410491825457072,22.410491825457072
4,119,0.0005643448832150202,28.217244160751005,28.217244160751005
4,121,0.0007965827084892576,39.829135424462876,39.829135424462876
4,127,0.0003734863917197491,18.674319585987455,18.674319585987455
4,131,0.0003595515013625218,17.97757506812609,17.97757506812609
4,137,0.0006530307285792972,32.65153642896486,32.65153642896486
4,138,0.0005800044362738709,29.000221813693543,29.000221813693543
4,141,0.00011579107831967044,5.789553915983522,5.789553915983522
4,142,0.000897858504853746,44.8929252426873,44.8929252426873
4,143,0.0005272093723935882,26.36046861967941,26.36046861967941
4,146,0.0005487365750274663,27.43682875137331,27.43682875137331
5,1,0.0005582870397137094,27.91435198568547,27.91435198568547
5,3,0.0009342471035076417,46.712355175382086,46.712355175382086
5,4,0.0005304713752659999,26.5235687633,26.5235687633
5,9,0.00016495871305076805,8.247935652538402,8.247935652538402
5,10,0.000709766222494393,35.48831112471965,35.48831112471965
5,12,0.0008404651638535352,42.023258192676764,42.023258192676764
5,14,0.00041113454393423187,20.55672719671159,20.55672719671159
5,19,0.000177889872835279,8.89449364176395,8.89449364176395
5,20,0.0007280704390791334,36.40352195395667,36.40352195395667
5,21,0.0004906500412737871,24.532502063689357,24.532502063689357
5,22,0.00035064099528263435,17.532049764131717,17.532049764131717
5,27,0.0009794715411804258,48.97357705902128,48.97357705902128
5,29,0.0006673102382424769,33.36551191212384,33.36551191212384
5,32,0.0007303543138074351,36.51771569037175,36.51771569037175
5,33,0.0006930526051961071,34.65263025980535,34.65263025980535
5,34,0.000529422681052814,26.471134052640696,26.471134052640696
5,35,0.0009433313758215906,47.16656879107953,47.16656879107953
5,37,0.0006170996091724585,30.854980458622926,30.854980458622926
5,38,0.0008887548997564784,44.43774498782391,44.43774498782391
5,39,0.00045308029064984015,22.654014532492006,22.654014532492006
5,40,0.0005896959046906384,29.484795234531916,29.484795234531916
5,42,0.0009579800621047571,47.89900310523785,47.89900310523785
5,46,0.00010964488286605145,5.482244143302572,5.482244143302572
5,47,0.0009729356471284367,48.64678235642184,48.64678235642184
5,48,0.0009674916385635538,48.37458192817769,48.37458192817769
5,49,0.000556758261501298,27.837913075064904,27.837913075064904
5,50,0.0002985132691176081,14.925663455880404,14.925663455880404
5,51,0.0003015027632673651,15.075138163368255,15.075138163368255
5,54,0.0009747111428806995,48.73555714403497,48.73555714403497
5,55,0.0006018637583513774,30.093187917568866,30.093187917568866
5,56,0.0005647016622133573,28.235083110667865,28.235083110667865
5,57,0.00043382063889439146,21.691031944719573,21.691031944719573
5,58,0.0008122533371284222,40.61266685642111,40.61266685642111
5,61,0.0008380912423295345,41.90456211647672,41.90456211647672
5,62,0.0009222244003047819,46.11122001523909,46.11122001523909
5,64,0.0006221570831031976,31.10785415515988,31.10785415515988
5,65,0.000780811240722484,39.0405620361242,39.0405620361242
5,66,0.0008907454454952698,44.53727227476349,44.53727227476349
5,67,0.0009284602324976297,46.42301162488148,46.42301162488148
5,68,0.0009147257305597827,45.73628652798914,45.73628652798914
5,69,0.000670512254855803,33.525612742790145,33.525612742790145
5,71,0.0005646465498661754,28.23232749330877,28.23232749330877
5,72,0.0009970997091395776,49.85498545697887,49.85498545697887
5,73,0.0005563723459913679,27.818617299568395,27.818617299568395
5,74,0.0001921268449137629,9.606342245688145,9.606342245688145
5,75,0.0009595339878151496,47.97669939075748,47.97669939075748
5,76,0.0004638050654781716,23.19025327390858,23.19025327390858
5,77,0.0006717951679708005,33.58975839854002,33.58975839854002
5,78,0.00045044253846834593,22.522126923417293,22.522126923417293
5,79,0.0004111283653780591,20.556418268902952,20.556418268902952
5,80,0.00026732686550433673,13.366343275216835,13.366343275216835
5,81,0.0009389673483213592,46.94836741606796,46.94836741606796
5,84,0.0004276973692309898,21.384868461549488,21.384868461549488
5,85,0.0006714215002280744,33.57107501140372,33.57107501140372
5,87,0.000824809529628864,41.240476481443196,41.240476481443196
5,92,0.00018599144953500833,9.299572476750416,9.299572476750416
5,93,0.0005910158798823093,29.550793994115466,29.550793994115466
5,94,0.0007886899044702297,39.43449522351148,39.43449522351148
5,95,0.0009567501810367198,47.83750905183599,47.83750905183599
5,98,0.000470353015999349,23.51765079996745,23.51765079996745
5,101,0.00010459358655248552,5.229679327624276,5.229679327624276
5,102,0.0008643921700039833,43.219608500199165,43.219608500199165
5,103,0.0007100105462646804,35.500527313234016,35.500527313234016
5,104,0.0002141986251456507,10.709931257282534,10.709931257282534
5,105,0.0009896707629082299,49.48353814541149,49.48353814541149
5,106,0.0005002885888286795,25.014429441433972,25.014429441433972
5,109,0.0005087677657671589,25.43838828835794,25.43838828835794
5,111,0.0005177937797009009,25.889688985045044,25.889688985045044
5,113,0.0004452231362193897,22.26115681096948,22.26115681096948
5,115,0.0004819222248712172,24.096111243560863,24.096111243560863
5,116,0.0003556825559076648,17.784127795383238,17.784127795383238
5,120,0.0007282347826449756,36.411739132248776,36.411739132248776
5,121,0.00044516344266390623,22.25817213319531,22.25817213319531
5,122,0.0004326729429914824,21.63364714957412,21.63364714957412
5,123,0.0009370221482999819,46.85110741499909,46.85110741499909
5,124,0.000821152940212599,41.05764701062995,41.05764701062995
5,130,0.0009532708306360144,47.66354153180072,47.66354153180072
5,131,0.0009661663871570829,48.308319357854145,48.308319357854145
5,132,0.000343339815511176,17.1669907755588,17.1669907755588
5,133,0.0003289192744072655,16.445963720363274,16.445963720363274
5,135,0.00035835254578658665,17.91762728932933,17.91762728932933
5,136,0.0009775853354028286,48.87926677014143,48.87926677014143
5,137,0.00047814562393117894,23.907281196558944,23.907281196558944
5,138,0.0006851293574077436,34.256467870387176,34.256467870387176
5,139,0.0007591757750760166,37.958788753800825,37.958788753800825
5,140,0.00031360079566411715,15.680039783205856,15.680039783205856
5,142,0.00030466130304483024,15.23306515224151,15.23306515224151
5,143,0.0006756789520088735,33.783947600443675,33.783947600443675
5,146,0.0007428886295705284,37.14443147852642,37.14443147852642
5,147,0.0007490560786108988,37.45280393054494,37.45280393054494
5,148,0.0005228768945426144,26.14384472713072,26.14384472713072
5,149,0.0009772522215011738,48.86261107505869,48.86261107505869
5,150,0.0001680608792312123,8.403043961560615,8.403043961560615
6,5,0.0009187297497799526,45.93648748899763,45.93648748899763
6,10,0.0006861004341269007,34.30502170634503,34.30502170634503
6,17,0.0009925564712794635,49.62782356397317,49.62782356397317
6,20,0.0006497007804857017,32.485039024285086,32.485039024285086
6,21,0.0009685522596169292,48.427612980846455,48.427612980846455
6,23,0.0003031696944754766,15.158484723773828,15.158484723773828
6,25,0.0007591086339246936,37.95543169623468,37.95543169623468
6,33,0.0007807494196963037,39.03747098481519,39.03747098481519
6,36,0.00020536145038155384,10.268072519077693,10.268072519077693
6,42,0.0003161335329979061,15.806676649895303,15.806676649895303
6,44,0.000633809523397028,31.6904761698514,31.6904761698514
6,49,0.0007558521310041143,37.79260655020572,37.79260655020572
6,58,0.0006057752748483034,30.28876374241517,30.28876374241517
6,63,8.381242148615741e-05,4.19062107430787,4.19062107430787
6,64,0.000815225301862148,40.7612650931074,40.7612650931074
6,68,0.0008782536638508586,43.91268319254292,43.91268319254292
6,72,0.0009342479592803961,46.71239796401981,46.71239796401981
6,85,0.0009261361872435807,46.30680936217903,46.30680936217903
6,88,0.0009203097743126061,46.015488715630305,46.015488715630305
6,91,0.0008793127294183701,43.965636470918504,43.965636470918504
6,97,1.737188590863511e-05,0.8685942954317556,0.8685942954317556
6,106,0.0007936151831915731,39.680759159578656,39.680759159578656
6,115,0.000987332302225695,49.36661511128475,49.36661511128475
6,116,0.000991403659672778,49.570182983638894,49.570182983638894
6,118,0.0006625662278995129,33.12831139497565,33.12831139497565
6,119,0.0007683599813157245,38.41799906578622,38.41799906578622
6,121,0.0009834647759155944,49.173238795779724,49.173238795779724
6,127,0.0005925148087991286,29.62574043995643,29.62574043995643
6,131,0.0005801559730428965,29.007798652144825,29.007798652144825
6,137,0.0008023630505492362,40.11815252746181,40.11815252746181
6,138,0.0006452074324731784,32.26037162365892,32.26037162365892
6,141,0.00021307000215139263,10.65350010756963,10.65350010756963
6,143,0.0006171311689813995,30.856558449069972,30.856558449069972
6,146,0.0005987755492567146,29.93877746283573,29.93877746283573
7,6,0.0008302931717109074,41.51465858554537,41.51465858554537
7,8,0.0003130096414826179,15.650482074130894,15.650482074130894
7,11,0.00027171289960579927,13.585644980289963,13.585644980289963
7,12,0.0006933809857815042,34.66904928907521,34.66904928907521
7,14,0.0007320437267569898,36.60218633784949,36.60218633784949
7,16,0.00016112410443942262,8.05620522197113,8.05620522197113
7,18,0.0003121261557380458,15.60630778690229,15.60630778690229
7,22,0.0007594127306681684,37.970636533408424,37.970636533408424
7,26,0.0004992227783263402,24.96113891631701,24.96113891631701
7,27,0.0006413244612798654,32.06622306399327,32.06622306399327
7,28,0.00038216185795506913,19.108092897753455,19.108092897753455
7,29,0.0004491667150926177,22.458335754630884,22.458335754630884
7,30,0.0002566991155640548,12.834955778202737,12.834955778202737
7,34,0.0006863987405891791,34.319937029458956,34.319937029458956
7,35,0.0006084539781648873,30.422698908244364,30.422698908244364
7,37,0.0008524355917999548,42.621779589997736,42.621779589997736
7,41,0.0004590920074932231,22.954600374661155,22.954600374661155
7,43,0.0006077790224083383,30.388951120416912,30.388951120416912
7,47,0.00036175051423960303,18.087525711980152,18.087525711980152
7,48,0.0002456322210427626,12.28161105213813,12.28161105213813
7,51,0.0007931701473535719,39.658507367678595,39.658507367678595
7,54,0.00045796512951909956,22.898256475954977,22.898256475954977
7,55,0.0008460393859400215,42.30196929700107,42.30196929700107
7,56,0.0005854537937190997,29.272689685954983,29.272689685954983
7,57,0.0007584196578614092,37.92098289307046,37.92098289307046
7,60,0.0003805204448611606,19.02602224305803,19.02602224305803
7,62,0.00035609194111500754,17.804597055750378,17.804597055750378
7,67,0.00021248104481881507,10.624052240940753,10.624052240940753
7,69,0.0009893692664038277,49.46846332019138,49.46846332019138
7,70,0.0005730845121113725,28.654225605568627,28.654225605568627
7,75,0.0009597606330993247,47.988031654966235,47.988031654966235
7,78,0.0008642425796613492,43.21212898306746,43.21212898306746
7,79,0.000877910091790248,43.8955045895124,43.8955045895124
7,81,0.00027642652903283753,13.821326451641877,13.821326451641877
7,82,0.0009438838796265654,47.19419398132827,47.19419398132827
7,83,0.0006187549446058748,30.937747230293734,30.937747230293734
7,84,0.0009872724373437554,49.36362186718777,49.36362186718777
7,87,0.000296357498178025,14.81787490890125,14.81787490890125
7,89,0.0001250921628163792,6.254608140818961,6.254608140818961
7,90,0.0004900570902336197,24.502854511680987,24.502854511680987
7,94,0.0006698720771630461,33.493603858152305,33.493603858152305
7,95,0.00013870097715979195,6.935048857989598,6.935048857989598
7,96,0.0008312501097920855,41.56250548960428,41.56250548960428
7,98,0.0009672960648740289,48.364803243701445,48.364803243701445
7,99,0.0008505716163117908,42.52858081558954,42.52858081558954
7,102,0.00037006748643720277,18.503374321860136,18.503374321860136
7,104,0.0009733220510314702,48.66610255157351,48.66610255157351
7,105,0.000828713652847535,41.43568264237675,41.43568264237675
7,109,0.0009837152810351104,49.18576405175552,49.18576405175552
7,110,0.0007522444417263923,37.61222208631961,37.61222208631961
7,111,0.0008587273149922137,42.93636574961069,42.93636574961069
7,114,0.0005170970847422858,25.854854237114285,25.854854237114285
7,117,0.0003612729768629223,18.063648843146115,18.063648843146115
7,120,0.0007575889225087759,37.87944612543879,37.87944612543879
7,123,0.0004102662377932693,20.513311889663466,20.513311889663466
7,129,0.0003789510149254179,18.947550746270892,18.947550746270892
7,130,0.00014360359212774044,7.1801796063870205,7.1801796063870205
7,136,0.0005102754486670349,25.51377243335174,25.51377243335174
7,139,0.0004364117303484716,21.82058651742358,21.82058651742358
7,144,0.0009737872221637266,48.68936110818633,48.68936110818633
7,145,0.0002826576617162861,14.132883085814306,14.132883085814306
7,147,0.000759882037116061,37.99410185580305,37.99410185580305
7,148,0.0006196411072647171,30.98205536323585,30.98205536323585
8,2,0.00030935537978842487,15.467768989421243,15.467768989421243
8,3,0.0004960541833245285,24.802709166226425,24.802709166226425
8,5,0.0007422501275325279,37.11250637662639,37.11250637662639
8,6,0.000477488118425523,23.87440592127615,23.87440592127615
8,7,0.000332384838115234,16.619241905761697,16.619241905761697
8,12,0.000673177844063731,33.65889220318655,33.65889220318655
8,13,0.0003582155494045896,17.910777470229476,17.910777470229476
8,15,0.00032286942183529975,16.143471091764987,16.143471091764987
8,17,0.0006165366607524268,30.82683303762134,30.82683303762134
8,21,0.0009717877033239147,48.58938516619574,48.58938516619574
8,24,0.00027797997189856995,13.898998594928496,13.898998594928496
8,25,0.0008624195652191823,43.12097826095911,43.12097826095911
8,27,0.0006661347285426972,33.30673642713486,33.30673642713486
8,28,0.000926871926798473,46.34359633992365,46.34359633992365
8,31,0.0003478399718068858,17.391998590344286,17.391998590344286
8,33,0.0009652394528056814,48.261972640284064,48.261972640284064
8,35,0.0007054042780716035,35.27021390358017,35.27021390358017
8,38,0.0004569668527973556,22.848342639867777,22.848342639867777
8,41,0.0009415808774896434,47.07904387448217,47.07904387448217
8,43,0.0009179038595250157,45.89519297625078,45.89519297625078
8,44,0.0009735503092231766,48.677515461158826,48.677515461158826
8,45,0.0003564036679442739,17.820183397213693,17.820183397213693
8,47,0.0009438179171435352,47.19089585717676,47.19089585717676
8,52,0.0004086128262980832,20.43064131490416,20.43064131490416
8,53,0.00020612956424760403,10.3064782123802,10.3064782123802
8,59,0.00037469855442300373,18.734927721150186,18.734927721150186
8,60,0.0009273800897418405,46.36900448709202,46.36900448709202
8,66,0.00046201429822271737,23.100714911135867,23.100714911135867
8,68,0.000747200691966692,37.3600345983346,37.3600345983346
8,70,0.0007953932863332231,39.76966431666115,39.76966431666115
