i,j,a_ij,b_ij,distance,x_ij
2,11,0.0008329029668057,41.6451483402864,41.6451483402864,0.0
2,12,0.0007583625833036,37.91812916518334,37.91812916518334,0.0
2,14,0.0003111338348782,15.556691743914689,15.556691743914689,0.0
2,16,0.0008000554025345,40.00277012672588,40.00277012672588,0.0
2,18,0.0008752313466265,43.761567331328266,43.761567331328266,0.0
2,19,0.0003472138110186,17.360690550932727,17.360690550932727,0.0
2,21,0.0007315234989502,36.57617494751041,36.57617494751041,1.1715005978819517e-06
2,22,0.0002336628093145,11.683140465725351,11.683140465725351,0.0
2,27,0.0008645495486991,43.22747743495572,43.22747743495572,0.0
2,28,0.0008661677907423,43.308389537115175,43.308389537115175,0.0
2,29,0.0004317268962614,21.58634481307304,21.58634481307304,0.0
2,32,0.0006776317352653,33.88158676326509,33.88158676326509,0.0
2,33,0.0009560050649126,47.80025324563149,47.80025324563149,1.0484917145831835e-06
2,34,0.0001913366178833,9.566830894166737,9.566830894166737,0.0
2,35,0.0008203742958168,41.01871479084193,41.01871479084193,0.0
2,37,0.0003438197261729,17.19098630864694,17.19098630864694,0.0
2,38,0.0009309040386151,46.54520193075624,46.54520193075624,0.0
2,39,0.000597025704877,29.85128524385208,29.85128524385208,2.496810355058256e-07
2,40,0.0004770463354876,23.852316774383176,23.852316774383176,0.0
2,46,0.0004112292218097,20.561461090489036,20.561461090489036,0.0
2,47,0.000765695721282,38.28478606410152,38.28478606410152,0.0
2,48,0.0007239043449801,36.19521724900822,36.19521724900822,0.0
2,49,0.000865270943645,43.263547182250846,43.263547182250846,0.0
2,50,0.0005275078147496,26.37539073748419,26.37539073748419,2.800020660432551e-07
2,51,0.0001606692975608,8.033464878044963,8.033464878044963,10.484717856213454
2,54,0.0006335431589788,31.67715794894412,31.67715794894412,0.0
2,55,0.0003266300577506,16.331502887534786,16.331502887534786,0.0
2,56,0.0002294875027705,11.474375138525495,11.474375138525495,0.0
2,57,0.0003758658974675,18.79329487337546,18.79329487337546,0.0
2,60,0.0008606707777849,43.03353888924728,43.03353888924728,0.0
2,61,0.0008238309196237,41.19154598118695,41.19154598118695,0.0
2,62,0.0005853332458102,29.266662290510503,29.266662290510503,0.0
2,64,0.0009544038832349,47.72019416174638,47.72019416174638,0.0
2,65,0.0006880262692795,34.401313463978624,34.401313463978624,0.0
2,66,0.0009737635583321,48.688177916607856,48.688177916607856,0.0
2,67,0.0006117856934056,30.58928467028125,30.58928467028125,0.0
2,69,0.0004523839871581,22.619199357905195,22.619199357905195,0.0
2,71,0.000817009728134,40.85048640670061,40.85048640670061,0.0
2,73,0.0004065974989253,20.32987494626589,20.32987494626589,0.0
2,74,0.0002191185040484,10.955925202420078,10.955925202420078,0.0
2,75,0.0009629620632159,48.14810316079944,48.14810316079944,0.0
2,76,0.0004503281688618,22.516408443094036,22.516408443094036,0.0
2,77,0.0006847132118011,34.23566059005822,34.23566059005822,0.0
2,78,0.0004821771806677,24.108859033389983,24.108859033389983,0.0
2,79,0.0001676675627207,8.383378136038372,8.383378136038372,48.975007364252676
2,80,0.0003988158050809,19.940790254045087,19.940790254045087,0.0
2,81,0.000609632586907,30.48162934535075,30.48162934535075,0.0
2,84,0.0005444422448245,27.222112241225165,27.222112241225165,0.0
2,85,0.0008910428336971,44.55214168485677,44.55214168485677,6.857072568247121e-06
2,87,0.0005102018087855,25.51009043927777,25.51009043927777,0.0
2,89,0.0007694374275031,38.47187137515554,38.47187137515554,0.0
2,92,0.0003904941529312,19.524707646562693,19.524707646562693,0.0
2,93,0.0007544795533122,37.72397766561231,37.72397766561231,0.0
2,94,0.00070010092213,35.00504610650237,35.00504610650237,0.0
2,95,0.000667722396911,33.386119845550695,33.386119845550695,0.0
2,98,0.0002848401312249,14.24200656124803,14.24200656124803,25.037548232578587
2,101,0.0004328758123393,21.643790616969746,21.643790616969746,0.0
2,102,0.0006534220972009,32.671104860048764,32.671104860048764,0.0
2,103,0.000525581486608,26.27907433040458,26.27907433040458,0.0
2,104,0.0003562389813597,17.811949067985037,17.811949067985037,0.0
2,105,0.0009396596030688,46.98298015344184,46.98298015344184,0.0
2,106,0.0008166582901193,40.83291450596906,40.83291450596906,0.0
2,109,0.0003241535471029,16.207677355149396,16.207677355149396,5.472367994180805
2,111,0.0005420454894705,27.10227447352677,27.10227447352677,0.0
2,113,0.0006678640671531,33.39320335765717,33.39320335765717,2.200867972979645e-06
2,115,0.0007168300520961,35.841502604808525,35.841502604808525,2.924113966420731e-06
2,116,0.0006895008276194,34.475041380972094,34.475041380972094,0.0
2,117,0.0008836931354799,44.18465677399741,44.18465677399741,0.0
2,120,0.0004190459093528,20.95229546764232,20.95229546764232,0.0
2,121,0.0006934169507171,34.67084753585849,34.67084753585849,0.0
2,122,0.0005576650771693,27.88325385846811,27.88325385846811,0.0
2,123,0.0005968518474273,29.84259237136589,29.84259237136589,0.0
2,124,0.0007657445296515,38.2872264825794,38.2872264825794,0.0
2,130,0.0006547263250581,32.73631625290796,32.73631625290796,0.0
2,132,0.0005944964670194,29.72482335097308,29.72482335097308,0.0
2,133,0.0004096911178877,20.48455589438816,20.48455589438816,0.0
2,135,0.0004180147735847,20.90073867923549,20.90073867923549,0.0
2,136,0.0006369904947447,31.84952473723547,31.84952473723547,0.0
2,137,0.0008029427647052,40.14713823526061,40.14713823526061,0.0
2,139,0.0004231677844,21.15838922000396,21.15838922000396,0.0
2,140,0.0003140464226569,15.70232113284906,15.70232113284906,0.0
2,142,0.0006428191516655,32.14095758327657,32.14095758327657,0.0
2,147,0.000440126399671,22.006319983551062,22.006319983551062,0.0
2,148,0.0003610833948606,18.054169743032592,18.054169743032592,0.0
2,150,0.0003296419631525,16.48209815762617,16.48209815762617,0.0
3,2,0.0003367480288117,16.837401440588014,16.837401440588014,1.405037922651399
3,3,0.0005609791097493,28.048955487469264,28.048955487469264,3.356021654394022e-05
3,5,0.0007695982351463,38.47991175731924,38.47991175731924,2.309403365930243e-05
3,6,0.000539247380758,26.96236903790472,26.96236903790472,0.0
3,7,0.0003703680334512,18.51840167256116,18.51840167256116,13.555832872983828
3,12,0.0007414287114193,37.0714355709675,37.0714355709675,2.5276742098691383e-06
3,13,0.0003508941948385,17.54470974192571,17.54470974192571,0.0
3,15,0.0003223171591765,16.115857958829913,16.115857958829913,4.143958783834871e-05
3,17,0.0006672874523235,33.36437261617867,33.36437261617867,1.7537120820738808e-05
3,24,0.0003351300701657,16.75650350828892,16.75650350828892,0.0
3,25,0.0008998170974927,44.99085487463692,44.99085487463692,2.2775532452617307e-05
3,27,0.000725973602796,36.298680139802606,36.298680139802606,0.0
3,28,0.0009789980785641,48.94990392820865,48.94990392820865,0.0
3,31,0.0003797403879772,18.98701939886443,18.98701939886443,3.443098853494415
3,35,0.0007667395432487,38.33697716243588,38.33697716243588,0.0
3,38,0.0005322598555039,26.61299277519975,26.61299277519975,3.96928060950116e-05
3,41,0.000982591917012,49.12959585060138,49.12959585060138,0.0
3,43,0.0009474577406129,47.37288703064718,47.37288703064718,0.0
3,45,0.000302067562096,15.103378104803015,15.103378104803015,4.7481857455394585e-05
3,52,0.0004414188940701,22.07094470350642,22.07094470350642,5.6650555098200954e-05
3,53,0.0002804583960104,14.022919800524852,14.022919800524852,0.0
3,59,0.0003627822085544,18.139110427720738,18.139110427720738,0.0
3,60,0.0009798178872049,48.99089436024751,48.99089436024751,0.0
3,66,0.0005353548901549,26.76774450774717,26.76774450774717,3.948090753731148e-05
3,68,0.0008020663216209,40.10331608104683,40.10331608104683,2.4483429971694394e-05
3,70,0.0008363988919301,41.81994459650559,41.81994459650559,0.0
3,72,0.0007253706919413,36.26853459706684,36.26853459706684,2.32021701774429e-05
3,75,0.0004912599564151,24.562997820757342,24.562997820757342,3.1669836049587604e-05
3,78,0.0009912421900773,49.56210950386502,49.56210950386502,3.9541548244531844e-05
3,82,0.0004563071217084,22.8153560854208,22.8153560854208,0.0
3,83,0.0008779916098666,43.89958049333336,43.89958049333336,0.0
3,84,0.0009906315198585,49.53157599292989,49.53157599292989,4.359653385776029e-05
3,85,0.0009080107536115,45.4005376805771,45.4005376805771,5.986585399972521e-05
3,86,0.0003454377996317,17.27188998158868,17.27188998158868,5.455590123342758e-05
3,88,0.0007347835395831,36.739176979159176,36.739176979159176,1.7462402310615164e-05
3,90,0.0009443734792897,47.218673964485525,47.218673964485525,0.0
3,91,0.0007791826636357,38.95913318178574,38.95913318178574,2.2798730661920596e-05
3,94,0.0007941768131475,39.70884065737916,39.70884065737916,1.6032803441317042e-05
3,96,0.0005867689114372,29.338445571863133,29.338445571863133,0.0
3,99,0.000507050471636,25.352523581800405,25.352523581800405,0.0
3,100,0.0001884986130846,9.424930654232105,9.424930654232105,0.0
3,105,0.0005581782718475,27.90891359237647,27.90891359237647,0.0
3,107,0.0002942885666489,14.714428332445957,14.714428332445957,5.473972001893112e-05
3,108,0.000318682950021,15.934147501051964,15.934147501051964,5.463640390087149e-05
3,110,0.0006468550115764,32.34275057882009,32.34275057882009,0.0
3,111,0.000923942224321,46.197111216050544,46.197111216050544,3.942377154529485e-05
3,112,0.0005567758883301,27.83879441650994,27.83879441650994,2.8312677325420112e-05
3,114,0.0009833926067301,49.16963033650615,49.16963033650615,0.0
3,118,0.0009877463830151,49.38731915075856,49.38731915075856,2.3198500895728802e-05
3,119,0.0008977391800259,44.88695900129522,44.88695900129522,2.3153628791382813e-05
3,122,0.0009862069851459,49.31034925729534,49.31034925729534,4.722053313548838e-05
3,125,0.0001906532561563,9.53266280781778,9.53266280781778,34.72500576800017
3,126,0.0002968692884417,14.843464422088694,14.843464422088694,24.326458097969166
3,128,0.0003674722832688,18.37361416344079,18.37361416344079,4.818456415719351e-05
3,134,0.0002556552693045,12.782763465229689,12.782763465229689,0.0
3,144,0.0005493445036514,27.467225182571877,27.467225182571877,0.0
3,149,0.0004410742269668,22.05371134834331,22.05371134834331,3.4431225409590485e-05
4,3,0.0009415531241806,47.077656209034416,47.077656209034416,1.941804262141854e-06
4,5,0.0007181757194197,35.9087859709871,35.9087859709871,0.0
4,9,0.0009774890614266,48.87445307133459,48.87445307133459,0.0
4,10,0.0006465631169571,32.32815584785594,32.32815584785594,1.134693562914656e-05
4,17,0.0007731926125617,38.65963062808857,38.65963062808857,0.0
4,20,0.0004528687229951,22.643436149755736,22.643436149755736,1.1975937421027877e-05
4,21,0.0007761678100838,38.80839050419112,38.80839050419112,2.256252019533839e-05
4,23,8.922822157995098e-05,4.461411078997549,4.461411078997549,24.970896569149808
4,25,0.0005516536042893,27.58268021446839,27.58268021446839,0.0
4,33,0.0005743114429431,28.715572147158976,28.715572147158976,2.244003697474157e-05
4,36,9.359057187051252e-05,4.6795285935256254,4.6795285935256254,0.0
4,42,0.0002169785776099,10.84892888049839,10.84892888049839,0.0
4,44,0.0004145330649661,20.726653248305183,20.726653248305183,0.0
4,49,0.0005857724028176,29.28862014088343,29.28862014088343,18.94381226431664
4,52,0.0009994587407617,49.97293703808713,49.97293703808713,2.5032550848563032e-05
4,58,0.0003973375958561,19.866879792809502,19.866879792809502,1.8807063908172916
4,63,0.000150714839675,7.53574198375328,7.53574198375328,2.6126935428959695e-06
4,64,0.0007669950994359,38.34975497179967,38.34975497179967,1.5134077095215987e-05
4,68,0.0006576467552757,32.88233776378689,32.88233776378689,0.0
4,72,0.0007147621956478,35.7381097823926,35.7381097823926,0.0
4,85,0.0007155601936655,35.77800968327538,35.77800968327538,2.8248396275530996e-05
4,88,0.0007015629485088,35.078147425443206,35.078147425443206,0.0
4,91,0.0006697654233658,33.48827116829061,33.48827116829061,0.0
4,97,0.000203748269824,10.187413491203268,10.187413491203268,2.626975807148775e-06
4,106,0.0006339504475289,31.69752237644745,31.69752237644745,28.747707093937464
4,112,0.0008947774775248,44.73887387624423,44.73887387624423,0.0
4,113,0.0008451027644689,42.25513822344533,42.25513822344533,2.359154826919403e-05
4,115,0.0007948396060283,39.74198030141619,39.74198030141619,2.431504706207528e-05
4,116,0.0008903160844885,44.51580422442908,44.51580422442908,4.1434377989641453e-07
4,118,0.0004482098365091,22.410491825457072,22.410491825457072,0.0
4,119,0.000564344883215,28.217244160751005,28.217244160751005,0.0
4,121,0.0007965827084892,39.82913542446288,39.82913542446288,1.6867437423822695e-05
4,127,0.0003734863917197,18.67431958598745,18.67431958598745,0.8787457000319929
4,131,0.0003595515013625,17.97757506812609,17.97757506812609,0.0
4,137,0.0006530307285792,32.65153642896486,32.65153642896486,9.322779969458129
4,138,0.0005800044362738,29.000221813693543,29.000221813693543,6.968575518441072e-06
4,141,0.0001157910783196,5.789553915983522,5.789553915983522,0.0
4,142,0.0008978585048537,44.8929252426873,44.8929252426873,0.0
4,143,0.0005272093723935,26.36046861967941,26.36046861967941,4.250763005805222e-07
4,146,0.0005487365750274,27.43682875137331,27.43682875137331,1.1391889185412958e-05
5,1,0.0005582870397137,27.91435198568547,27.91435198568547,2.2774717531847932e-05
5,3,0.0009342471035076,46.712355175382086,46.712355175382086,3.0745728873825516e-06
5,4,0.0005304713752659,26.5235687633,26.5235687633,1.7799207609063123e-05
5,9,0.0001649587130507,8.247935652538402,8.247935652538402,0.0
5,10,0.0007097662224943,35.48831112471965,35.48831112471965,1.2479171774410473e-05
5,12,0.0008404651638535,42.02325819267677,42.02325819267677,0.0
5,14,0.0004111345439342,20.55672719671159,20.55672719671159,0.0
5,19,0.0001778898728352,8.89449364176395,8.89449364176395,38.24985496549711
5,20,0.0007280704390791,36.40352195395667,36.40352195395667,1.3108016565830957e-05
5,21,0.0004906500412737,24.53250206368936,24.53250206368936,2.3695015575342973e-05
5,22,0.0003506409952826,17.532049764131717,17.532049764131717,0.0
5,27,0.0009794715411804,48.97357705902128,48.97357705902128,0.0
5,29,0.0006673102382424,33.36551191212384,33.36551191212384,0.0
5,32,0.0007303543138074,36.51771569037175,36.51771569037175,1.6130827229588306e-05
5,33,0.0006930526051961,34.65263025980535,34.65263025980535,2.357207052708673e-05
5,34,0.0005294226810528,26.471134052640696,26.471134052640696,1.7435596448800423e-05
5,35,0.0009433313758215,47.16656879107953,47.16656879107953,0.0
5,37,0.0006170996091724,30.85498045862293,30.85498045862293,2.2036437957565637e-05
5,38,0.0008887548997564,44.43774498782391,44.43774498782391,9.207330889311382e-06
5,39,0.0004530802906498,22.65401453249201,22.65401453249201,2.2772999083642255e-05
5,40,0.0005896959046906,29.48479523453192,29.48479523453192,1.781857857972945e-05
5,42,0.0009579800621047,47.89900310523785,47.89900310523785,0.0
5,46,0.000109644882866,5.482244143302572,5.482244143302572,0.0
5,47,0.0009729356471284,48.64678235642184,48.64678235642184,0.0
5,48,0.0009674916385635,48.37458192817769,48.37458192817769,0.0
5,49,0.0005567582615012,27.837913075064904,27.837913075064904,1.0279159512489763e-06
5,50,0.0002985132691176,14.925663455880404,14.925663455880404,2.2803202716972876e-05
5,51,0.0003015027632673,15.075138163368257,15.075138163368257,2.3386511513085174e-05
5,54,0.0009747111428806,48.73555714403497,48.73555714403497,0.0
5,55,0.0006018637583513,30.093187917568866,30.093187917568866,2.2076769218515212e-05
5,56,0.0005647016622133,28.235083110667865,28.235083110667865,1.0158543870292664e-05
5,57,0.0004338206388943,21.691031944719573,21.691031944719573,0.0
5,58,0.0008122533371284,40.61266685642111,40.61266685642111,6.91906615266753e-06
5,61,0.0008380912423295,41.90456211647672,41.90456211647672,1.5953537198245297e-05
5,62,0.0009222244003047,46.11122001523909,46.11122001523909,0.0
5,64,0.0006221570831031,31.10785415515988,31.10785415515988,1.6266400909404483e-05
5,65,0.0007808112407224,39.0405620361242,39.0405620361242,1.6120878027196432e-05
5,66,0.0008907454454952,44.53727227476349,44.53727227476349,8.99543222178072e-06
5,67,0.0009284602324976,46.42301162488148,46.42301162488148,0.0
5,68,0.0009147257305597,45.73628652798914,45.73628652798914,0.0
5,69,0.0006705122548558,33.525612742790145,33.525612742790145,2.1105310985201826e-05
5,71,0.0005646465498661,28.23232749330877,28.23232749330877,1.9992679356287494e-05
5,72,0.0009970997091395,49.85498545697887,49.85498545697887,0.0
5,73,0.0005563723459913,27.818617299568395,27.818617299568395,1.911610705744027e-05
5,74,0.0001921268449137,9.606342245688143,9.606342245688143,2.014550006991864e-05
5,75,0.0009595339878151,47.97669939075748,47.97669939075748,1.1845481229811171e-06
5,76,0.0004638050654781,23.19025327390858,23.19025327390858,2.0078590095130295e-05
5,77,0.0006717951679708,33.58975839854002,33.58975839854002,1.6704638802354592e-05
5,78,0.0004504425384683,22.522126923417293,22.522126923417293,9.057537304235485e-06
5,79,0.000411128365378,20.556418268902952,20.556418268902952,2.303063190181843e-05
5,80,0.0002673268655043,13.366343275216837,13.366343275216837,3.031463356223521
5,81,0.0009389673483213,46.94836741606796,46.94836741606796,0.0
5,84,0.0004276973692309,21.384868461549488,21.384868461549488,1.3112452553007305e-05
5,85,0.000671421500228,33.57107501140372,33.57107501140372,2.9380760804472227e-05
5,87,0.0008248095296288,41.2404764814432,41.2404764814432,0.0
5,92,0.000185991449535,9.299572476750416,9.299572476750416,0.0
5,93,0.0005910158798823,29.550793994115462,29.550793994115462,2.1310848410735787e-05
5,94,0.0007886899044702,39.43449522351148,39.43449522351148,0.0
5,95,0.0009567501810367,47.83750905183599,47.83750905183599,0.0
5,98,0.0004703530159993,23.51765079996745,23.51765079996745,2.1324245019929077e-05
5,101,0.0001045935865524,5.229679327624276,5.229679327624276,0.0
5,102,0.0008643921700039,43.219608500199165,43.219608500199165,0.0
5,103,0.0007100105462646,35.500527313234016,35.500527313234016,2.0331715305156137e-05
5,104,0.0002141986251456,10.709931257282534,10.709931257282534,2.063784378312822e-05
5,105,0.0009896707629082,49.48353814541149,49.48353814541149,0.0
5,106,0.0005002885888286,25.01442944143397,25.01442944143397,1.0255824974430153e-06
5,109,0.0005087677657671,25.43838828835794,25.43838828835794,2.043018663671618e-05
5,111,0.0005177937797009,25.889688985045044,25.889688985045044,8.939366994023189e-06
5,113,0.0004452231362193,22.26115681096948,22.26115681096948,2.472456721098022e-05
5,115,0.0004819222248712,24.096111243560863,24.096111243560863,2.5447738494687964e-05
5,116,0.0003556825559076,17.784127795383238,17.784127795383238,1.546748066173364e-06
5,120,0.0007282347826449,36.411739132248776,36.411739132248776,1.751618463825426e-06
5,121,0.0004451634426639,22.25817213319531,22.25817213319531,1.7999788823734687e-05
5,122,0.0004326729429914,21.63364714957412,21.63364714957412,1.6736332424661735e-05
5,123,0.0009370221482999,46.85110741499909,46.85110741499909,0.0
5,124,0.0008211529402125,41.05764701062995,41.05764701062995,1.59534440992737e-05
5,130,0.000953270830636,47.66354153180072,47.66354153180072,0.0
5,131,0.000966166387157,48.30831935785415,48.30831935785415,0.0
5,132,0.0003433398155111,17.1669907755588,17.1669907755588,2.136065921083237e-05
5,133,0.0003289192744072,16.445963720363274,16.445963720363274,27.298917776571443
5,135,0.0003583525457865,17.91762728932933,17.91762728932933,1.0990649376949418e-05
5,136,0.0009775853354028,48.87926677014143,48.87926677014143,2.1313856551489624e-06
5,137,0.0004781456239311,23.907281196558944,23.907281196558944,5.661755551221745e-07
5,138,0.0006851293574077,34.256467870387176,34.256467870387176,8.100702228610614e-06
5,139,0.000759175775076,37.958788753800825,37.958788753800825,3.46191620397899e-06
5,140,0.0003136007956641,15.680039783205856,15.680039783205856,1.5391850518132328e-05
5,142,0.0003046613030448,15.23306515224151,15.23306515224151,0.0
5,143,0.0006756789520088,33.783947600443675,33.783947600443675,1.5571120365286052e-06
5,146,0.0007428886295705,37.14443147852642,37.14443147852642,1.2524020223506715e-05
5,147,0.0007490560786108,37.45280393054494,37.45280393054494,1.7526161542496984e-06
5,148,0.0005228768945426,26.14384472713072,26.14384472713072,0.0
5,149,0.0009772522215011,48.86261107505869,48.86261107505869,3.945849533334587e-06
5,150,0.0001680608792312,8.403043961560615,8.403043961560615,23.930384561757055
6,5,0.0009187297497799,45.93648748899763,45.93648748899763,0.0
6,10,0.0006861004341269,34.30502170634503,34.30502170634503,8.735696596872904e-06
6,17,0.0009925564712794,49.62782356397317,49.62782356397317,0.0
6,20,0.0006497007804857,32.485039024285086,32.485039024285086,9.364500019364943e-06
6,21,0.0009685522596169,48.427612980846455,48.427612980846455,1.9951329033330424e-05
6,23,0.0003031696944754,15.158484723773828,15.158484723773828,0.0
6,25,0.0007591086339246,37.95543169623468,37.95543169623468,0.0
6,33,0.0007807494196963,39.03747098481519,39.03747098481519,1.982854632853923e-05
6,36,0.0002053614503815,10.268072519077691,10.268072519077691,0.0
6,42,0.0003161335329979,15.806676649895303,15.806676649895303,0.0
6,44,0.000633809523397,31.6904761698514,31.6904761698514,0.0
6,49,0.0007558521310041,37.79260655020572,37.79260655020572,0.0
6,58,0.0006057752748483,30.28876374241517,30.28876374241517,3.1753463598506126e-06
6,63,8.381242148615741e-05,4.19062107430787,4.19062107430787,28.181639175499015
6,64,0.0008152253018621,40.7612650931074,40.7612650931074,1.2523015448344274e-05
6,68,0.0008782536638508,43.91268319254292,43.91268319254292,0.0
6,72,0.0009342479592803,46.71239796401981,46.71239796401981,0.0
6,85,0.0009261361872435,46.30680936217903,46.30680936217903,2.5636977482428783e-05
6,88,0.0009203097743126,46.01548871563031,46.01548871563031,0.0
6,91,0.0008793127294183,43.9656364709185,43.9656364709185,0.0
6,97,1.737188590863511e-05,0.8685942954317556,0.8685942954317556,25.05851060941393
6,106,0.0007936151831915,39.680759159578656,39.680759159578656,0.0
6,115,0.0009873323022256,49.36661511128475,49.36661511128475,2.1703788033906327e-05
6,116,0.0009914036596727,49.570182983638894,49.570182983638894,25.44857385535274
6,118,0.0006625662278995,33.12831139497565,33.12831139497565,0.0
6,119,0.0007683599813157,38.41799906578622,38.41799906578622,0.0
6,121,0.0009834647759155,49.17323879577973,49.17323879577973,1.425638371866951e-05
6,127,0.0005925148087991,29.62574043995643,29.62574043995643,0.0
6,131,0.0005801559730428,29.007798652144825,29.007798652144825,0.0
6,137,0.0008023630505492,40.11815252746181,40.11815252746181,0.0
6,138,0.0006452074324731,32.26037162365892,32.26037162365892,7.799793815106799
6,141,0.0002130700021513,10.65350010756963,10.65350010756963,0.0
6,143,0.0006171311689813,30.85655844906997,30.85655844906997,8.838763029072716
6,146,0.0005987755492567,29.93877746283573,29.93877746283573,8.78051174805621e-06
7,6,0.0008302931717109,41.51465858554537,41.51465858554537,0.0
7,8,0.0003130096414826,15.650482074130894,15.650482074130894,27.492263895351776
7,11,0.0002717128996057,13.585644980289963,13.585644980289963,1.9277964437689055e-06
7,12,0.0006933809857815,34.66904928907521,34.66904928907521,3.839077720959337e-05
7,14,0.0007320437267569,36.60218633784949,36.60218633784949,0.0
7,16,0.0001611241044394,8.05620522197113,8.05620522197113,38.039184407664166
7,18,0.000312126155738,15.60630778690229,15.60630778690229,1.932476794871536e-06
7,22,0.0007594127306681,37.97063653340842,37.97063653340842,0.0
7,26,0.0004992227783263,24.96113891631701,24.96113891631701,0.0
7,27,0.0006413244612798,32.06622306399327,32.06622306399327,1.54368344033425e-05
7,28,0.000382161857955,19.10809289775345,19.10809289775345,0.0
7,29,0.0004491667150926,22.458335754630884,22.458335754630884,1.7353838223104738e-05
7,30,0.000256699115564,12.834955778202737,12.834955778202737,0.0
7,34,0.0006863987405891,34.31993702945896,34.31993702945896,8.378433844381922e-05
